image_path,preprocess_ms,inference_ms,postprocess_ms,total_ms,detections,classes
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_219.JPEG,2.2380000445991755,11.209500022232533,8.48219997715205,21.929700043983757,8,Tomato leaf|Tomato leaf|Tomato leaf|Tomato leaf|Tomato leaf|Tomato leaf|Tomato leaf|Tomato leaf yellow virus
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_22.JPEG,2.5778000708669424,33.508499967865646,5.970299942418933,42.05659998115152,4,Tomato leaf late blight|Tomato leaf late blight|Tomato leaf late blight|Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_220.JPEG,2.4648000253364444,12.801699922420084,0.7429999532178044,16.009499900974333,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_221.JPEG,2.5215999921783805,10.664199944585562,1.6737000551074743,14.859499991871417,1,Raspberry leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_222.JPEG,2.7706000255420804,10.745099978521466,5.874500027857721,19.390200031921268,6,Tomato leaf yellow virus|Tomato leaf yellow virus|Tomato leaf yellow virus|Tomato leaf yellow virus|Tomato leaf yellow virus|Tomato leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_223.JPEG,2.672899980098009,10.456399992108345,2.3291000397875905,15.458400011993945,1,Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_224.JPEG,2.127799903973937,10.36539999768138,1.234399969689548,13.727599871344864,1,Tomato mold leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_225.JPEG,2.356800017878413,10.453399969264865,2.6547000743448734,15.464900061488152,1,Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_226.JPEG,2.1365999709814787,10.468399967066944,3.1263999408110976,15.73139987885952,2,Tomato leaf late blight|Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_227.JPEG,2.161600044928491,11.171999969519675,0.7525000255554914,14.086100040003657,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_228.JPEG,2.2396999411284924,11.442400049418211,0.5976000102236867,14.27970000077039,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_229.JPEG,2.0848000422120094,10.077600018121302,2.1513000829145312,14.313700143247843,1,Tomato mold leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_230.JPEG,2.5296000530943274,12.185700004920363,2.773200045339763,17.488500103354454,1,Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_231.JPEG,1.9823999609798193,10.406300076283514,2.329300041310489,14.718000078573823,1,Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_232.JPEG,1.9184999400749803,10.558299953117967,4.472000058740377,16.948799951933324,4,Tomato leaf late blight|Tomato leaf late blight|Tomato leaf late blight|Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_233.JPEG,2.2876999573782086,11.623100028373301,1.3807999202981591,15.291599906049669,1,Tomato leaf yellow virus
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_234.JPEG,2.139899996109307,11.099600000306964,2.4118999717757106,15.651399968191981,2,Tomato leaf late blight|Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_235.png,1.677999971434474,29.12389999255538,0.5777000915259123,31.379600055515766,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_3.JPEG,2.3460000520572066,11.545200017280877,4.4728999491781,18.364100018516183,3,Tomato leaf yellow virus|Tomato leaf yellow virus|Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_43.JPEG,2.2009999956935644,10.361200082115829,0.8636000566184521,13.425800134427845,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_89.JPEG,2.3862000089138746,11.955299996770918,3.667699988000095,18.009199993684888,2,Bell_pepper leaf|Bell_pepper leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_90.JPEG,2.54100002348423,10.49730007071048,2.0389999262988567,15.077300020493567,1,Tomato leaf late blight
__SUMMARY__,,11.909,,18.362,48,"FPS≈83.97, total_runtime_s=2.881"
