epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,10679.3,0.99366,1.07681,1.18473,0.55644,0.62245,0.61077,0.45098,1.19124,1.58605,1.33278,8.44368e-05,8.44368e-05,8.44368e-05
74,10800.2,0.97585,1.06046,1.17094,0.50597,0.66486,0.61458,0.45672,1.18158,1.57814,1.3158,8.15262e-05,8.15262e-05,8.15262e-05
75,10920.4,0.98153,1.07848,1.17808,0.52735,0.64902,0.6123,0.4457,1.20237,1.54637,1.3352,7.86156e-05,7.86156e-05,7.86156e-05
76,11041.6,0.97256,1.062,1.17399,0.56162,0.63622,0.63335,0.46256,1.19389,1.52371,1.33151,7.5705e-05,7.5705e-05,7.5705e-05
77,11159.2,0.97926,1.03604,1.16876,0.5927,0.58262,0.63303,0.46473,1.19416,1.54524,1.33393,7.27944e-05,7.27944e-05,7.27944e-05
78,11276.8,0.97362,1.04782,1.16557,0.50894,0.6072,0.58526,0.42558,1.18767,1.59678,1.32804,6.98838e-05,6.98838e-05,6.98838e-05
79,11395.7,0.97038,1.02478,1.16519,0.52495,0.65982,0.61511,0.45081,1.1869,1.58462,1.31863,6.69732e-05,6.69732e-05,6.69732e-05
80,11524.6,0.96414,1.02086,1.16479,0.50212,0.66791,0.61514,0.45146,1.18485,1.62529,1.32032,6.40626e-05,6.40626e-05,6.40626e-05
81,11661.8,0.96845,1.01633,1.16478,0.54571,0.60313,0.61537,0.44929,1.18064,1.56248,1.32697,6.1152e-05,6.1152e-05,6.1152e-05
82,11798.3,0.97728,1.01823,1.16201,0.55369,0.63694,0.62811,0.45448,1.20422,1.58437,1.33727,5.82414e-05,5.82414e-05,5.82414e-05
83,11928.1,0.94913,0.99569,1.15193,0.559,0.60123,0.62829,0.4596,1.19885,1.64623,1.33114,5.53308e-05,5.53308e-05,5.53308e-05
84,12051.8,0.9649,1.00187,1.16098,0.5655,0.6037,0.62422,0.45886,1.20736,1.59013,1.34042,5.24202e-05,5.24202e-05,5.24202e-05
85,12175.5,0.96387,0.99792,1.1609,0.58063,0.59014,0.59598,0.43844,1.19415,1.58384,1.34098,4.95096e-05,4.95096e-05,4.95096e-05
86,12299.5,0.96013,1.0145,1.16033,0.54431,0.62304,0.60907,0.44026,1.18811,1.56934,1.332,4.6599e-05,4.6599e-05,4.6599e-05
87,12427.2,0.96359,0.99467,1.16135,0.57842,0.61711,0.61636,0.44478,1.19504,1.55238,1.32494,4.36884e-05,4.36884e-05,4.36884e-05
88,12563.6,0.95963,0.99463,1.15408,0.51593,0.66307,0.62131,0.45257,1.19474,1.52729,1.32803,4.07778e-05,4.07778e-05,4.07778e-05
89,12699.8,0.95248,0.97396,1.15736,0.67489,0.53022,0.64364,0.46561,1.201,1.52134,1.33501,3.78672e-05,3.78672e-05,3.78672e-05
90,12835.6,0.95974,0.9755,1.15586,0.52053,0.65389,0.60985,0.44444,1.20071,1.53067,1.33167,3.49566e-05,3.49566e-05,3.49566e-05
91,12968.6,0.90299,0.91697,1.12521,0.54985,0.56583,0.57763,0.41641,1.21891,1.5917,1.35355,3.2046e-05,3.2046e-05,3.2046e-05
92,13093.2,0.88097,0.86061,1.11433,0.59906,0.58279,0.58602,0.4238,1.22067,1.55099,1.35002,2.91354e-05,2.91354e-05,2.91354e-05
93,13213.9,0.85864,0.80614,1.09572,0.61247,0.57434,0.59894,0.43631,1.21072,1.54214,1.34107,2.62248e-05,2.62248e-05,2.62248e-05
94,13331.9,0.86521,0.83274,1.10494,0.62737,0.56627,0.60265,0.44172,1.21089,1.62713,1.34289,2.33142e-05,2.33142e-05,2.33142e-05
95,13459.5,0.86519,0.81207,1.10013,0.57847,0.60606,0.59809,0.43757,1.21108,1.6226,1.34119,2.04036e-05,2.04036e-05,2.04036e-05
96,13581.9,0.87195,0.82298,1.11033,0.54942,0.63865,0.60411,0.44041,1.20919,1.61942,1.33561,1.7493e-05,1.7493e-05,1.7493e-05
97,13711.4,0.8607,0.79832,1.10418,0.5569,0.62528,0.60702,0.44369,1.20934,1.61569,1.33695,1.45824e-05,1.45824e-05,1.45824e-05
98,13842.7,0.85684,0.80851,1.10155,0.56178,0.61852,0.59993,0.435,1.20937,1.61784,1.33822,1.16718e-05,1.16718e-05,1.16718e-05
99,13967.1,0.85984,0.78845,1.094,0.56458,0.62922,0.61093,0.44339,1.21009,1.58845,1.33809,8.7612e-06,8.7612e-06,8.7612e-06
100,14090.9,0.86017,0.79163,1.101,0.58929,0.61879,0.61592,0.44772,1.20572,1.60288,1.3369,5.8506e-06,5.8506e-06,5.8506e-06
