epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,1097.23,1.08566,1.16648,1.24464,0.64928,0.52147,0.58672,0.42751,1.22359,1.55761,1.36461,0.000229967,0.000229967,0.000229967
24,1143.45,1.05797,1.14849,1.23215,0.52425,0.61913,0.59552,0.43074,1.20716,1.45244,1.35166,0.000227056,0.000227056,0.000227056
25,1188.78,1.07908,1.14529,1.22752,0.54768,0.60725,0.59991,0.43613,1.22146,1.47439,1.35565,0.000224146,0.000224146,0.000224146
26,1234.99,1.07066,1.13656,1.23403,0.64964,0.57376,0.63842,0.47372,1.19445,1.54077,1.34695,0.000221235,0.000221235,0.000221235
27,1280.58,1.05234,1.08963,1.20899,0.62459,0.53507,0.61611,0.44867,1.22478,1.61578,1.35404,0.000218324,0.000218324,0.000218324
28,1327.42,1.03101,1.0585,1.20878,0.57267,0.58015,0.60609,0.44508,1.19842,1.45478,1.33709,0.000215414,0.000215414,0.000215414
29,1373.35,1.03283,1.04937,1.21406,0.51958,0.57754,0.58392,0.4271,1.21364,1.45246,1.36457,0.000212503,0.000212503,0.000212503
30,1418.25,1.0483,1.02961,1.21399,0.51207,0.58489,0.5437,0.40589,1.20867,1.87022,1.35415,0.000209593,0.000209593,0.000209593
31,1464.91,1.00229,1.00612,1.19208,0.6113,0.58296,0.62012,0.45736,1.19602,1.37174,1.35087,0.000206682,0.000206682,0.000206682
32,1510.4,1.01653,1.00718,1.20043,0.56911,0.64183,0.6482,0.47283,1.20938,1.43523,1.35277,0.000203771,0.000203771,0.000203771
33,1556.46,1.01066,0.99071,1.19848,0.71198,0.53891,0.6389,0.46843,1.19148,1.39607,1.3516,0.000200861,0.000200861,0.000200861
34,1602.67,1.0049,0.96077,1.18866,0.63929,0.58545,0.65571,0.48159,1.19937,1.3711,1.35682,0.00019795,0.00019795,0.00019795
35,1648.7,0.99429,0.92815,1.18514,0.55969,0.61709,0.61149,0.43787,1.23543,1.39283,1.36947,0.00019504,0.00019504,0.00019504
36,1694.89,0.99694,0.92924,1.18036,0.52281,0.64117,0.61583,0.44938,1.22186,1.38549,1.38274,0.000192129,0.000192129,0.000192129
37,1740.37,0.97918,0.89647,1.17205,0.60164,0.62987,0.64911,0.46954,1.18947,1.45184,1.34688,0.000189218,0.000189218,0.000189218
38,1786.77,0.97908,0.90221,1.17573,0.58769,0.59186,0.62428,0.45701,1.2261,1.44698,1.36578,0.000186308,0.000186308,0.000186308
39,1831.72,0.98231,0.89525,1.16773,0.69131,0.57271,0.64425,0.47151,1.2233,1.39969,1.37505,0.000183397,0.000183397,0.000183397
40,1877.55,0.97754,0.87963,1.16415,0.57629,0.6171,0.62537,0.45339,1.21621,1.50904,1.37265,0.000180487,0.000180487,0.000180487
41,1922.53,0.95237,0.8591,1.16738,0.56541,0.57779,0.60973,0.45025,1.22727,1.52202,1.37341,0.000177576,0.000177576,0.000177576
42,1968.87,0.96214,0.83806,1.16045,0.665,0.55783,0.64228,0.47599,1.2091,1.51472,1.35437,0.000174665,0.000174665,0.000174665
43,2014.92,0.94102,0.83678,1.14673,0.60924,0.58771,0.61883,0.46386,1.1871,1.37489,1.34856,0.000171755,0.000171755,0.000171755
44,2059.92,0.93135,0.78853,1.14065,0.672,0.55241,0.63147,0.46985,1.20663,1.43073,1.36231,0.000168844,0.000168844,0.000168844
45,2106.41,0.92141,0.80405,1.1487,0.57422,0.64164,0.63636,0.47115,1.22738,1.47188,1.37638,0.000165934,0.000165934,0.000165934
46,2151.2,0.9364,0.8027,1.14396,0.65576,0.55203,0.61484,0.44942,1.22034,1.47776,1.37617,0.000163023,0.000163023,0.000163023
47,2197.5,0.9252,0.77258,1.14275,0.61672,0.57698,0.65118,0.49076,1.20982,1.46227,1.38012,0.000160112,0.000160112,0.000160112
48,2242.71,0.90878,0.76192,1.13323,0.59802,0.6092,0.6277,0.46144,1.22999,1.58484,1.39981,0.000157202,0.000157202,0.000157202
49,2288.78,0.91038,0.76648,1.13197,0.59192,0.61899,0.62962,0.46717,1.23312,1.49746,1.38159,0.000154291,0.000154291,0.000154291
50,2334.27,0.90737,0.75151,1.12981,0.55705,0.62618,0.64244,0.47314,1.23126,1.59084,1.37915,0.000151381,0.000151381,0.000151381
51,2379.94,0.90901,0.74657,1.13087,0.62751,0.57548,0.63684,0.46001,1.23396,1.42842,1.38754,0.00014847,0.00014847,0.00014847
52,2425.75,0.89087,0.72768,1.12071,0.6253,0.6198,0.66945,0.50021,1.22846,1.55697,1.38061,0.000145559,0.000145559,0.000145559
53,2470.79,0.89912,0.73344,1.1271,0.64841,0.59653,0.62882,0.46467,1.23224,1.51739,1.38041,0.000142649,0.000142649,0.000142649
54,2517.56,0.87419,0.70983,1.11522,0.65183,0.60666,0.65231,0.47974,1.2409,1.5379,1.40671,0.000139738,0.000139738,0.000139738
55,2562.82,0.88333,0.70536,1.11297,0.71955,0.58641,0.66758,0.49211,1.23129,1.51854,1.38299,0.000136828,0.000136828,0.000136828
56,2608.85,0.86909,0.68526,1.10736,0.6294,0.62838,0.64928,0.48078,1.24735,1.55322,1.41266,0.000133917,0.000133917,0.000133917
57,2655.07,0.85952,0.68234,1.10433,0.66442,0.63112,0.66354,0.4973,1.22861,1.50255,1.39974,0.000131006,0.000131006,0.000131006
58,2701.01,0.85676,0.67721,1.0985,0.68108,0.58345,0.6492,0.47993,1.24022,1.46905,1.40673,0.000128096,0.000128096,0.000128096
59,2746.82,0.84009,0.64572,1.09467,0.69561,0.57322,0.65484,0.48459,1.22442,1.48658,1.38514,0.000125185,0.000125185,0.000125185
60,2791.2,0.84534,0.65322,1.09754,0.69199,0.55941,0.64772,0.47932,1.23613,1.41783,1.40657,0.000122275,0.000122275,0.000122275
61,2837.7,0.83909,0.649,1.09369,0.5996,0.64363,0.66109,0.4882,1.23984,1.43304,1.38718,0.000119364,0.000119364,0.000119364
62,2882.95,0.83256,0.66169,1.09556,0.65699,0.57716,0.64891,0.4793,1.23516,1.4747,1.41681,0.000116453,0.000116453,0.000116453
63,2929.27,0.85191,0.65006,1.09251,0.62918,0.63487,0.66126,0.4866,1.25637,1.46274,1.41186,0.000113543,0.000113543,0.000113543
64,2975.44,0.83438,0.63241,1.08598,0.63832,0.55199,0.62155,0.46257,1.24132,1.49822,1.39872,0.000110632,0.000110632,0.000110632
65,3020.94,0.81301,0.63256,1.08236,0.57662,0.63352,0.63108,0.46232,1.25536,1.54321,1.43545,0.000107722,0.000107722,0.000107722
66,3067.05,0.81322,0.61743,1.07762,0.62517,0.60662,0.64398,0.47244,1.24425,1.49274,1.40138,0.000104811,0.000104811,0.000104811
67,3112.26,0.82076,0.62863,1.0821,0.66,0.58491,0.64242,0.48456,1.24443,1.50045,1.43501,0.0001019,0.0001019,0.0001019
68,3158.61,0.8012,0.60765,1.07537,0.66023,0.58962,0.6406,0.47659,1.2424,1.55031,1.41681,9.89898e-05,9.89898e-05,9.89898e-05
69,3203.57,0.78567,0.58099,1.06757,0.6272,0.61861,0.63673,0.47079,1.24763,1.58125,1.4186,9.60792e-05,9.60792e-05,9.60792e-05
70,3250.74,0.7836,0.57458,1.06007,0.57942,0.65302,0.6404,0.47413,1.24248,1.52069,1.43012,9.31686e-05,9.31686e-05,9.31686e-05
71,3297.59,0.78812,0.59093,1.06301,0.55465,0.66634,0.63366,0.46698,1.24092,1.5146,1.432,9.0258e-05,9.0258e-05,9.0258e-05
72,3343.76,0.78004,0.58312,1.06299,0.56859,0.65046,0.63033,0.46549,1.25518,1.56964,1.4477,8.73474e-05,8.73474e-05,8.73474e-05
73,3390.22,0.77544,0.58438,1.06364,0.61463,0.62513,0.6482,0.48395,1.23836,1.57361,1.43178,8.44368e-05,8.44368e-05,8.44368e-05
74,3436.15,0.77222,0.57506,1.06481,0.66722,0.61059,0.64027,0.46871,1.24248,1.5557,1.42381,8.15262e-05,8.15262e-05,8.15262e-05
75,3482.84,0.76062,0.56022,1.05434,0.69705,0.55513,0.64311,0.47443,1.23808,1.59116,1.42608,7.86156e-05,7.86156e-05,7.86156e-05
76,3529.43,0.75185,0.55528,1.04765,0.67824,0.61095,0.65577,0.48044,1.24077,1.48439,1.41986,7.5705e-05,7.5705e-05,7.5705e-05
77,3574.85,0.76712,0.55274,1.05408,0.62706,0.59038,0.63393,0.4709,1.25469,1.6247,1.43935,7.27944e-05,7.27944e-05,7.27944e-05
78,3621.59,0.7517,0.54108,1.04822,0.66419,0.56334,0.63426,0.46384,1.26019,1.59479,1.46022,6.98838e-05,6.98838e-05,6.98838e-05
79,3666.79,0.74269,0.54279,1.04426,0.57136,0.63693,0.64572,0.4719,1.25852,1.59656,1.44932,6.69732e-05,6.69732e-05,6.69732e-05
80,3712.9,0.74439,0.53554,1.04071,0.60274,0.65481,0.6478,0.47522,1.26555,1.62248,1.45189,6.40626e-05,6.40626e-05,6.40626e-05
81,3758.91,0.73737,0.54188,1.03916,0.67302,0.59308,0.63992,0.4722,1.25844,1.54803,1.45352,6.1152e-05,6.1152e-05,6.1152e-05
82,3804.65,0.72304,0.52853,1.03376,0.60067,0.62738,0.63665,0.47342,1.24884,1.57832,1.43834,5.82414e-05,5.82414e-05,5.82414e-05
83,3851.37,0.73345,0.53258,1.03796,0.60899,0.6307,0.63987,0.475,1.24909,1.55718,1.44614,5.53308e-05,5.53308e-05,5.53308e-05
84,3897.72,0.72669,0.52827,1.02928,0.60769,0.62446,0.63467,0.46871,1.24721,1.55715,1.43667,5.24202e-05,5.24202e-05,5.24202e-05
85,3943.42,0.7101,0.5165,1.03038,0.68461,0.58207,0.64034,0.47142,1.25319,1.57489,1.44993,4.95096e-05,4.95096e-05,4.95096e-05
86,3989.04,0.71454,0.50941,1.02823,0.64639,0.61427,0.64618,0.47232,1.25784,1.58192,1.44501,4.6599e-05,4.6599e-05,4.6599e-05
87,4035.05,0.7126,0.50985,1.02644,0.6255,0.60361,0.63451,0.46921,1.24988,1.59645,1.43965,4.36884e-05,4.36884e-05,4.36884e-05
88,4081.1,0.70495,0.49275,1.0208,0.65065,0.58014,0.62433,0.45937,1.25176,1.65754,1.43556,4.07778e-05,4.07778e-05,4.07778e-05
89,4128.93,0.70711,0.50858,1.02163,0.64769,0.59816,0.63916,0.47092,1.25147,1.62214,1.43591,3.78672e-05,3.78672e-05,3.78672e-05
90,4175.19,0.70506,0.50655,1.02014,0.64883,0.59238,0.64025,0.46842,1.25213,1.59239,1.43919,3.49566e-05,3.49566e-05,3.49566e-05
91,4222.92,0.64746,0.39842,0.97511,0.67314,0.58809,0.63688,0.46674,1.26637,1.58489,1.469,3.2046e-05,3.2046e-05,3.2046e-05
92,4267.9,0.60699,0.35785,0.9506,0.64288,0.60108,0.6349,0.4683,1.25728,1.6427,1.46219,2.91354e-05,2.91354e-05,2.91354e-05
93,4313.4,0.61435,0.36001,0.95217,0.64587,0.62046,0.63233,0.46609,1.26028,1.61674,1.46742,2.62248e-05,2.62248e-05,2.62248e-05
94,4358.74,0.59538,0.34696,0.95013,0.62876,0.60775,0.62209,0.45867,1.26413,1.64954,1.467,2.33142e-05,2.33142e-05,2.33142e-05
95,4404.25,0.59431,0.34375,0.95012,0.59618,0.63124,0.62656,0.46178,1.2641,1.64683,1.47213,2.04036e-05,2.04036e-05,2.04036e-05
96,4448.45,0.5881,0.33914,0.9443,0.67059,0.5869,0.63378,0.46738,1.26649,1.64036,1.47976,1.7493e-05,1.7493e-05,1.7493e-05
97,4493.39,0.58088,0.33468,0.94214,0.68483,0.58401,0.63721,0.46846,1.2623,1.64349,1.47038,1.45824e-05,1.45824e-05,1.45824e-05
98,4537.91,0.57799,0.33499,0.93761,0.65093,0.60943,0.63302,0.46491,1.25843,1.66656,1.46888,1.16718e-05,1.16718e-05,1.16718e-05
99,4583.43,0.57561,0.32944,0.93717,0.62066,0.62552,0.62899,0.4632,1.25492,1.65623,1.47245,8.7612e-06,8.7612e-06,8.7612e-06
100,4627.52,0.57172,0.32542,0.93522,0.65863,0.59753,0.63259,0.46695,1.25452,1.645,1.47178,5.8506e-06,5.8506e-06,5.8506e-06
